PrescriptorName,NormCost,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Stringency
3C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.5988219937770676,3,0,0,0,0,0,0,1,0,1,0,0,5
3C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.5560213646991059,3,0,0,0,0,0,0,1,0,2,0,0,6
3C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.5179402973394577,3,0,0,0,0,0,0,1,0,3,0,0,7
3C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.61207254253627,3,0,0,0,0,0,0,2,0,0,0,0,5
3C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.5670920437242531,3,0,0,0,0,0,0,2,0,1,0,0,6
3C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.5271279258332354,3,0,0,0,0,0,0,2,0,2,0,0,7
3C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.49157411690043795,3,0,0,0,0,0,0,2,0,3,0,0,8
3C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.5808928749678343,3,0,0,0,0,0,0,3,0,0,0,0,6
3C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.5387799383698306,3,0,0,0,0,0,0,3,0,1,0,0,7
3C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.5013569473429718,3,0,0,0,0,0,0,3,0,2,0,0,8
3C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.46804611155105336,3,0,0,0,0,0,0,3,0,3,0,0,9
3C1_0C2_0C3_0C4_0C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.5529918276491339,3,0,0,0,0,0,0,4,0,0,0,0,7
3C1_0C2_0C3_0C4_0C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.5134517372786802,3,0,0,0,0,0,0,4,0,1,0,0,8
3C1_0C2_0C3_0C4_0C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.4782981781065444,3,0,0,0,0,0,0,4,0,2,0,0,9
3C1_0C2_0C3_0C4_0C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.44699763322531416,3,0,0,0,0,0,0,4,0,3,0,0,10
3C1_0C2_0C3_0C4_1C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.6358696066663115,3,0,0,0,1,0,0,0,0,0,0,0,4
3C1_0C2_0C3_0C4_1C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.5885688347499484,3,0,0,0,1,0,0,0,0,1,0,0,5
3C1_0C2_0C3_0C4_1C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.546555401236888,3,0,0,0,1,0,0,0,0,2,0,0,6
3C1_0C2_0C3_0C4_1C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.5091697826548042,3,0,0,0,1,0,0,0,0,3,0,0,7
3C1_0C2_0C3_0C4_1C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.6009680008745217,3,0,0,0,1,0,0,1,0,0,0,0,5
3C1_0C2_0C3_0C4_1C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.5568701195762791,3,0,0,0,1,0,0,1,0,1,0,0,6
3C1_0C2_0C3_0C4_1C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.5176895565277492,3,0,0,0,1,0,0,1,0,2,0,0,7
3C1_0C2_0C3_0C4_1C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.48281751008462154,3,0,0,0,1,0,0,1,0,3,0,0,8
3C1_0C2_0C3_0C4_1C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.5698328330199776,3,0,0,0,1,0,0,2,0,0,0,0,6
3C1_0C2_0C3_0C4_1C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.5285924185301802,3,0,0,0,1,0,0,2,0,1,0,0,7
3C1_0C2_0C3_0C4_1C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.4919446952065777,3,0,0,0,1,0,0,2,0,2,0,0,8
3C1_0C2_0C3_0C4_1C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.45932144906233324,3,0,0,0,1,0,0,2,0,3,0,0,9
3C1_0C2_0C3_0C4_1C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.5419803633931847,3,0,0,0,1,0,0,3,0,0,0,0,7
3C1_0C2_0C3_0C4_1C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.5033052687477451,3,0,0,0,1,0,0,3,0,1,0,0,8
3C1_0C2_0C3_0C4_1C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.4689203556107788,3,0,0,0,1,0,0,3,0,2,0,0,9
3C1_0C2_0C3_0C4_1C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.43829951677237344,3,0,0,0,1,0,0,3,0,3,0,0,10
3C1_0C2_0C3_0C4_1C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.5169981184393787,3,0,0,0,1,0,0,4,0,0,0,0,8
3C1_0C2_0C3_0C4_1C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.4806145404996294,3,0,0,0,1,0,0,4,0,1,0,0,9
3C1_0C2_0C3_0C4_1C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.44826052908216935,3,0,0,0,1,0,0,4,0,2,0,0,10
3C1_0C2_0C3_0C4_1C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.4194469063904844,3,0,0,0,1,0,0,4,0,3,0,0,11
3C1_0C2_0C3_0C4_2C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.5909773227384572,3,0,0,0,2,0,0,0,0,0,0,0,5
3C1_0C2_0C3_0C4_2C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.5476549177389701,3,0,0,0,2,0,0,0,0,1,0,0,6
3C1_0C2_0C3_0C4_2C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.5091558403357832,3,0,0,0,2,0,0,0,0,2,0,0,7
3C1_0C2_0C3_0C4_2C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.47489923651060706,3,0,0,0,2,0,0,0,0,3,0,0,8
3C1_0C2_0C3_0C4_2C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.5598383590634006,3,0,0,0,2,0,0,1,0,0,0,0,6
3C1_0C2_0C3_0C4_2C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.5193728217421733,3,0,0,0,2,0,0,1,0,1,0,0,7
3C1_0C2_0C3_0C4_2C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.48341268923218306,3,0,0,0,2,0,0,1,0,2,0,0,8
3C1_0C2_0C3_0C4_2C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.4513877365759099,3,0,0,0,2,0,0,1,0,3,0,0,9
3C1_0C2_0C3_0C4_2C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.5319922014630105,3,0,0,0,2,0,0,2,0,0,0,0,7
3C1_0C2_0C3_0C4_2C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.49408271675760757,3,0,0,0,2,0,0,2,0,1,0,0,8
3C1_0C2_0C3_0C4_2C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.4603836060943938,3,0,0,0,2,0,0,2,0,2,0,0,9
3C1_0C2_0C3_0C4_2C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.4303671961961382,3,0,0,0,2,0,0,2,0,3,0,0,10
3C1_0C2_0C3_0C4_2C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.5070235753887312,3,0,0,0,2,0,0,3,0,0,0,0,8
3C1_0C2_0C3_0C4_2C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.4714087258917293,3,0,0,0,2,0,0,3,0,1,0,0,9
3C1_0C2_0C3_0C4_2C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.4397300889383477,3,0,0,0,2,0,0,3,0,2,0,0,10
3C1_0C2_0C3_0C4_2C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.4115155223585765,3,0,0,0,2,0,0,3,0,3,0,0,11
3C1_0C2_0C3_0C4_2C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.48456902453521894,3,0,0,0,2,0,0,4,0,0,0,0,9
3C1_0C2_0C3_0C4_2C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.4510159126630193,3,0,0,0,2,0,0,4,0,1,0,0,10
3C1_0C2_0C3_0C4_2C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.4211567864010301,3,0,0,0,2,0,0,4,0,2,0,0,11
3C1_0C2_0C3_0C4_2C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.3945551396825618,3,0,0,0,2,0,0,4,0,3,0,0,12
3C1_0C2_0C3_1C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.6542174051664223,3,0,0,1,0,0,0,0,0,0,0,0,4
3C1_0C2_0C3_1C4_0C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.6054186144605957,3,0,0,1,0,0,0,0,0,1,0,0,5
3C1_0C2_0C3_1C4_0C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.5620657615160725,3,0,0,1,0,0,0,0,0,2,0,0,6
3C1_0C2_0C3_1C4_0C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.5234853487840566,3,0,0,1,0,0,0,0,0,3,0,0,7
3C1_0C2_0C3_1C4_0C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.617655928118223,3,0,0,1,0,0,0,1,0,0,0,0,5
3C1_0C2_0C3_1C4_0C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.5722155959781712,3,0,0,1,0,0,0,1,0,1,0,0,6
3C1_0C2_0C3_1C4_0C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.531834921487265,3,0,0,1,0,0,0,1,0,2,0,0,7
3C1_0C2_0C3_1C4_0C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.4958984981303071,3,0,0,1,0,0,0,1,0,3,0,0,8
3C1_0C2_0C3_1C4_0C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.5850544217880689,3,0,0,1,0,0,0,2,0,0,0,0,6
3C1_0C2_0C3_1C4_0C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.5426111119928969,3,0,0,1,0,0,0,2,0,1,0,0,7
3C1_0C2_0C3_1C4_0C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.5048832933561873,3,0,0,1,0,0,0,2,0,2,0,0,8
3C1_0C2_0C3_1C4_0C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.4712993890508632,3,0,0,1,0,0,0,2,0,3,0,0,9
3C1_0C2_0C3_1C4_0C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.5559131217957881,3,0,0,1,0,0,0,3,0,0,0,0,7
3C1_0C2_0C3_1C4_0C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.5161470527486165,3,0,0,1,0,0,0,3,0,1,0,0,8
3C1_0C2_0C3_1C4_0C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.4807913428912822,3,0,0,1,0,0,0,3,0,2,0,0,9
3C1_0C2_0C3_1C4_0C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.4493104763965083,3,0,0,1,0,0,0,3,0,3,0,0,10
3C1_0C2_0C3_1C4_0C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.5297739600588324,3,0,0,1,0,0,0,4,0,0,0,0,8
3C1_0C2_0C3_1C4_0C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.49241944751510247,3,0,0,1,0,0,0,4,0,1,0,0,9
3C1_0C2_0C3_1C4_0C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.45919025618276327,3,0,0,1,0,0,0,4,0,2,0,0,10
3C1_0C2_0C3_1C4_0C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.4295992003147498,3,0,0,1,0,0,0,4,0,3,0,0,11
3C1_0C2_0C3_1C4_1C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.6068753557752599,3,0,0,1,1,0,0,0,0,0,0,0,5
3C1_0C2_0C3_1C4_1C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.5622811856095603,3,0,0,1,1,0,0,0,0,1,0,0,6
3C1_0C2_0C3_1C4_1C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.5226539422445641,3,0,0,1,1,0,0,0,0,2,0,0,7
3C1_0C2_0C3_1C4_1C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.487372719628278,3,0,0,1,1,0,0,0,0,3,0,0,8
3C1_0C2_0C3_1C4_1C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.5743249848479636,3,0,0,1,1,0,0,1,0,0,0,0,6
3C1_0C2_0C3_1C4_1C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.5327176397868739,3,0,0,1,1,0,0,1,0,1,0,0,7
3C1_0C2_0C3_1C4_1C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.4957351161180592,3,0,0,1,1,0,0,1,0,2,0,0,8
3C1_0C2_0C3_1C4_1C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.46280383342134684,3,0,0,1,1,0,0,1,0,3,0,0,9
3C1_0C2_0C3_1C4_1C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.5452290910188369,3,0,0,1,1,0,0,2,0,0,0,0,7
3C1_0C2_0C3_1C4_1C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.5062963842929161,3,0,0,1,1,0,0,2,0,1,0,0,8
3C1_0C2_0C3_1C4_1C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.47168013914548834,3,0,0,1,1,0,0,2,0,2,0,0,9
3C1_0C2_0C3_1C4_1C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.4408497154212174,3,0,0,1,1,0,0,2,0,3,0,0,10
3C1_0C2_0C3_1C4_1C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.5191559081147027,3,0,0,1,1,0,0,3,0,0,0,0,8
3C1_0C2_0C3_1C4_1C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.4826216979524174,3,0,0,1,1,0,0,3,0,1,0,0,9
3C1_0C2_0C3_1C4_1C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.4501236855408449,3,0,0,1,1,0,0,3,0,2,0,0,10
3C1_0C2_0C3_1C4_1C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.4211697393584846,3,0,0,1,1,0,0,3,0,3,0,0,11
3C1_0C2_0C3_1C4_1C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.4957195610141257,3,0,0,1,1,0,0,4,0,0,0,0,9
3C1_0C2_0C3_1C4_1C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.4613393083043584,3,0,0,1,1,0,0,4,0,1,0,0,10
3C1_0C2_0C3_1C4_1C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.4307438430573799,3,0,0,1,1,0,0,4,0,2,0,0,11
3C1_0C2_0C3_1C4_1C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.4034803942188776,3,0,0,1,1,0,0,4,0,3,0,0,12
3C1_0C2_0C3_1C4_2C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.5646424122598966,3,0,0,1,2,0,0,0,0,0,0,0,6
3C1_0C2_0C3_1C4_2C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.5237843585993877,3,0,0,1,2,0,0,0,0,1,0,0,7
3C1_0C2_0C3_1C4_2C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.4874525887315084,3,0,0,1,2,0,0,0,0,2,0,0,8
3C1_0C2_0C3_1C4_2C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.4551033735168457,3,0,0,1,2,0,0,0,0,3,0,0,9
3C1_0C2_0C3_1C4_2C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.5355660103028348,3,0,0,1,2,0,0,1,0,0,0,0,7
3C1_0C2_0C3_1C4_2C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.4973709271823388,3,0,0,1,2,0,0,1,0,1,0,0,8
3C1_0C2_0C3_1C4_2C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.4634080223849022,3,0,0,1,2,0,0,1,0,2,0,0,9
3C1_0C2_0C3_1C4_2C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.43315311507968507,3,0,0,1,2,0,0,1,0,3,0,0,10
3C1_0C2_0C3_1C4_2C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.5095044786933146,3,0,0,1,2,0,0,2,0,0,0,0,8
3C1_0C2_0C3_1C4_2C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.47370642713931393,3,0,0,1,2,0,0,2,0,1,0,0,9
3C1_0C2_0C3_1C4_2C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.44185758982652107,3,0,0,1,2,0,0,2,0,2,0,0,10
3C1_0C2_0C3_1C4_2C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.4134814796509148,3,0,0,1,2,0,0,2,0,3,0,0,11
3C1_0C2_0C3_1C4_2C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.48610060180062487,3,0,0,1,2,0,0,3,0,0,0,0,9
3C1_0C2_0C3_1C4_2C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.45244289447064273,3,0,0,1,2,0,0,3,0,1,0,0,10
3C1_0C2_0C3_1C4_2C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.4224988137447292,3,0,0,1,2,0,0,3,0,2,0,0,11
3C1_0C2_0C3_1C4_2C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.39580130203884767,3,0,0,1,2,0,0,3,0,3,0,0,12
3C1_0C2_0C3_1C4_2C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.465008078552538,3,0,0,1,2,0,0,4,0,0,0,0,10
3C1_0C2_0C3_1C4_2C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.43328329315593855,3,0,0,1,2,0,0,4,0,1,0,0,11
3C1_0C2_0C3_1C4_2C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.40504424494789715,3,0,0,1,2,0,0,4,0,2,0,0,12
3C1_0C2_0C3_1C4_2C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.37987010902536245,3,0,0,1,2,0,0,4,0,3,0,0,13
3C1_0C2_0C3_2C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.6248902939717912,3,0,0,2,0,0,0,0,0,0,0,0,5
3C1_0C2_0C3_2C4_0C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.5788269682250651,3,0,0,2,0,0,0,0,0,1,0,0,6
3C1_0C2_0C3_2C4_0C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.5378874508295041,3,0,0,2,0,0,0,0,0,2,0,0,7
3C1_0C2_0C3_2C4_0C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.5014388645049197,3,0,0,2,0,0,0,0,0,3,0,0,8
3C1_0C2_0C3_2C4_0C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.5907335595762621,3,0,0,2,0,0,0,1,0,0,0,0,6
3C1_0C2_0C3_2C4_0C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.5478053462430866,3,0,0,2,0,0,0,1,0,1,0,0,7
3C1_0C2_0C3_2C4_0C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.5096452836547783,3,0,0,2,0,0,0,1,0,2,0,0,8
3C1_0C2_0C3_2C4_0C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.4756701029698729,3,0,0,2,0,0,0,1,0,3,0,0,9
3C1_0C2_0C3_2C4_0C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.5602161836910146,3,0,0,2,0,0,0,2,0,0,0,0,7
3C1_0C2_0C3_2C4_0C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.520101278911268,3,0,0,2,0,0,0,2,0,1,0,0,8
3C1_0C2_0C3_2C4_0C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.4844217964932943,3,0,0,2,0,0,0,2,0,2,0,0,9
3C1_0C2_0C3_2C4_0C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.4526500555387808,3,0,0,2,0,0,0,2,0,3,0,0,10
3C1_0C2_0C3_2C4_0C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.5328806518235617,3,0,0,2,0,0,0,3,0,0,0,0,8
3C1_0C2_0C3_2C4_0C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.49527651645615534,3,0,0,2,0,0,0,3,0,1,0,0,9
3C1_0C2_0C3_2C4_0C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.46183107492205,3,0,0,2,0,0,0,3,0,2,0,0,10
3C1_0C2_0C3_2C4_0C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.4320323182171277,3,0,0,2,0,0,0,3,0,3,0,0,11
3C1_0C2_0C3_2C4_0C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.5083227607230657,3,0,0,2,0,0,0,4,0,0,0,0,9
3C1_0C2_0C3_2C4_0C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.4729837762233042,3,0,0,2,0,0,0,4,0,1,0,0,10
3C1_0C2_0C3_2C4_0C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.44153739171681783,3,0,0,2,0,0,0,4,0,2,0,0,11
3C1_0C2_0C3_2C4_0C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.4135151486595173,3,0,0,2,0,0,0,4,0,3,0,0,12
3C1_0C2_0C3_2C4_1C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.5802827440262427,3,0,0,2,1,0,0,0,0,0,0,0,6
3C1_0C2_0C3_2C4_1C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.5381728655826306,3,0,0,2,1,0,0,0,0,1,0,0,7
3C1_0C2_0C3_2C4_1C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.5007326667003761,3,0,0,2,1,0,0,0,0,2,0,0,8
3C1_0C2_0C3_2C4_1C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.46738520152779445,3,0,0,2,1,0,0,0,0,3,0,0,9
3C1_0C2_0C3_2C4_1C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.5498292967088388,3,0,0,2,1,0,0,1,0,0,0,0,7
3C1_0C2_0C3_2C4_1C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.5105166112790332,3,0,0,2,1,0,0,1,0,1,0,0,8
3C1_0C2_0C3_2C4_1C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.4755527810775022,3,0,0,2,1,0,0,1,0,2,0,0,9
3C1_0C2_0C3_2C4_1C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.44440133965742745,3,0,0,2,1,0,0,1,0,3,0,0,10
3C1_0C2_0C3_2C4_1C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.5225604624054414,3,0,0,2,1,0,0,2,0,0,0,0,8
3C1_0C2_0C3_2C4_1C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.4857480727093059,3,0,0,2,1,0,0,2,0,1,0,0,9
3C1_0C2_0C3_2C4_1C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.45300426288646245,3,0,0,2,1,0,0,2,0,2,0,0,10
3C1_0C2_0C3_2C4_1C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.42382390545013465,3,0,0,2,1,0,0,2,0,3,0,0,11
3C1_0C2_0C3_2C4_1C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.49807511907448043,3,0,0,2,1,0,0,3,0,0,0,0,9
3C1_0C2_0C3_2C4_1C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.46351420047483016,3,0,0,2,1,0,0,3,0,1,0,0,10
3C1_0C2_0C3_2C4_1C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.4327590391217934,3,0,0,2,1,0,0,3,0,2,0,0,11
3C1_0C2_0C3_2C4_1C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.4053364420309734,3,0,0,2,1,0,0,3,0,3,0,0,12
3C1_0C2_0C3_2C4_1C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.47603104535984037,3,0,0,2,1,0,0,4,0,0,0,0,10
3C1_0C2_0C3_2C4_1C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.4434860703818173,3,0,0,2,1,0,0,4,0,1,0,0,11
3C1_0C2_0C3_2C4_1C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.4145176016619587,3,0,0,2,1,0,0,4,0,2,0,0,12
3C1_0C2_0C3_2C4_1C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.3886895850549813,3,0,0,2,1,0,0,4,0,3,0,0,13
3C1_0C2_0C3_2C4_2C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.5404501668110874,3,0,0,2,2,0,0,0,0,0,0,0,7
3C1_0C2_0C3_2C4_2C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.501846674102926,3,0,0,2,2,0,0,0,0,1,0,0,8
3C1_0C2_0C3_2C4_2C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.46751044816407183,3,0,0,2,2,0,0,0,0,2,0,0,9
3C1_0C2_0C3_2C4_2C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.4369138443886258,3,0,0,2,2,0,0,0,0,3,0,0,10
3C1_0C2_0C3_2C4_2C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.5132118982961023,3,0,0,2,2,0,0,1,0,0,0,0,8
3C1_0C2_0C3_2C4_2C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.47710006073571326,3,0,0,2,2,0,0,1,0,1,0,0,9
3C1_0C2_0C3_2C4_2C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.44497232989800783,3,0,0,2,2,0,0,1,0,2,0,0,10
3C1_0C2_0C3_2C4_2C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.4163452032008216,3,0,0,2,2,0,0,1,0,3,0,0,11
3C1_0C2_0C3_2C4_2C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.4887509734551482,3,0,0,2,2,0,0,2,0,0,0,0,9
3C1_0C2_0C3_2C4_2C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.4548860304738376,3,0,0,2,2,0,0,2,0,1,0,0,10
3C1_0C2_0C3_2C4_2C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.42474469584544333,3,0,0,2,2,0,0,2,0,2,0,0,11
3C1_0C2_0C3_2C4_2C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.39787752536143783,3,0,0,2,2,0,0,2,0,3,0,0,12
