PrescriptorName,NormCost,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Stringency
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.9251578019434777,0,0,0,0,0,0,0,0,0,1,0,0,1
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.8589306633252535,0,0,0,0,0,0,0,0,0,2,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.8002320954886509,0,0,0,0,0,0,0,0,0,3,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.9451329128725885,0,0,0,0,0,0,0,1,0,0,0,0,1
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.8755518577991389,0,0,0,0,0,0,0,1,0,1,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.8139719201320208,0,0,0,0,0,0,0,1,0,2,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.7593661490858277,0,0,0,0,0,0,0,1,0,3,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.8963497412405003,0,0,0,0,0,0,0,2,0,0,0,0,2
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.8314679287117124,0,0,0,0,0,0,0,2,0,1,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.7740170819222387,0,0,0,0,0,0,0,2,0,2,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.7230621056512472,0,0,0,0,0,0,0,2,0,3,0,0,5
0C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.8528705197283829,0,0,0,0,0,0,0,3,0,0,0,0,3
0C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.7921817231333921,0,0,0,0,0,0,0,3,0,1,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.7384239804762247,0,0,0,0,0,0,0,3,0,2,0,0,5
0C1_0C2_0C3_0C4_0C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.6907325991713792,0,0,0,0,0,0,0,3,0,3,0,0,6
0C1_0C2_0C3_0C4_0C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.8140152514541801,0,0,0,0,0,0,0,4,0,0,0,0,4
0C1_0C2_0C3_0C4_0C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.7570777517577735,0,0,0,0,0,0,0,4,0,1,0,0,5
0C1_0C2_0C3_0C4_0C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.7066261473599783,0,0,0,0,0,0,0,4,0,2,0,0,6
0C1_0C2_0C3_0C4_0C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.6618465529885234,0,0,0,0,0,0,0,4,0,3,0,0,7
0C1_0C2_0C3_0C4_1C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.929293821014731,0,0,0,0,1,0,0,0,0,0,0,0,1
0C1_0C2_0C3_0C4_1C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.8611097342291198,0,0,0,0,1,0,0,0,0,1,0,0,2
0C1_0C2_0C3_0C4_1C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.8007575079436181,0,0,0,0,1,0,0,0,0,2,0,0,3
0C1_0C2_0C3_0C4_1C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.7472402355674304,0,0,0,0,1,0,0,0,0,3,0,0,4
0C1_0C2_0C3_0C4_1C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.8806721169598279,0,0,0,0,1,0,0,1,0,0,0,0,2
0C1_0C2_0C3_0C4_1C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.8171641743665681,0,0,0,0,1,0,0,1,0,1,0,0,3
0C1_0C2_0C3_0C4_1C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.7609277699038344,0,0,0,0,1,0,0,1,0,2,0,0,4
0C1_0C2_0C3_0C4_1C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.7110470334312996,0,0,0,0,1,0,0,1,0,3,0,0,5
0C1_0C2_0C3_0C4_1C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.8373426523375117,0,0,0,0,1,0,0,2,0,0,0,0,3
0C1_0C2_0C3_0C4_1C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.7780109721965689,0,0,0,0,1,0,0,2,0,1,0,0,4
0C1_0C2_0C3_0C4_1C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.7254483848731901,0,0,0,0,1,0,0,2,0,2,0,0,5
0C1_0C2_0C3_0C4_1C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.6788099787499744,0,0,0,0,1,0,0,2,0,3,0,0,6
0C1_0C2_0C3_0C4_1C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.7986383593098064,0,0,0,0,1,0,0,3,0,0,0,0,4
0C1_0C2_0C3_0C4_1C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.7430420876841782,0,0,0,0,1,0,0,3,0,1,0,0,5
0C1_0C2_0C3_0C4_1C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.6937628139059079,0,0,0,0,1,0,0,3,0,2,0,0,6
0C1_0C2_0C3_0C4_1C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.6500316869617592,0,0,0,0,1,0,0,3,0,3,0,0,7
0C1_0C2_0C3_0C4_1C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.7639709456706132,0,0,0,0,1,0,0,4,0,0,0,0,5
0C1_0C2_0C3_0C4_1C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.7117163873882737,0,0,0,0,1,0,0,4,0,1,0,0,6
0C1_0C2_0C3_0C4_1C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.6653903829742992,0,0,0,0,1,0,0,4,0,2,0,0,7
0C1_0C2_0C3_0C4_1C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.6242625022546298,0,0,0,0,1,0,0,4,0,3,0,0,8
0C1_0C2_0C3_0C4_2C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.8665350774456035,0,0,0,0,2,0,0,0,0,0,0,0,2
0C1_0C2_0C3_0C4_2C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.8042466212122507,0,0,0,0,2,0,0,0,0,1,0,0,3
0C1_0C2_0C3_0C4_2C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.7490886344083639,0,0,0,0,2,0,0,0,0,2,0,0,4
0C1_0C2_0C3_0C4_2C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.7001543901445642,0,0,0,0,2,0,0,0,0,3,0,0,5
0C1_0C2_0C3_0C4_2C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.8233020310671827,0,0,0,0,2,0,0,1,0,0,0,0,3
0C1_0C2_0C3_0C4_2C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.7651734439013459,0,0,0,0,2,0,0,1,0,1,0,0,4
0C1_0C2_0C3_0C4_2C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.7136760684513972,0,0,0,0,2,0,0,1,0,2,0,0,5
0C1_0C2_0C3_0C4_2C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.6679830190700192,0,0,0,0,2,0,0,1,0,3,0,0,6
0C1_0C2_0C3_0C4_2C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.7846853994988978,0,0,0,0,2,0,0,2,0,0,0,0,4
0C1_0C2_0C3_0C4_2C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.7302792614907556,0,0,0,0,2,0,0,2,0,1,0,0,5
0C1_0C2_0C3_0C4_2C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.6820623478232174,0,0,0,0,2,0,0,2,0,2,0,0,6
0C1_0C2_0C3_0C4_2C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.6392600461182548,0,0,0,0,2,0,0,2,0,3,0,0,7
0C1_0C2_0C3_0C4_2C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.7501132619171982,0,0,0,0,2,0,0,3,0,0,0,0,5
0C1_0C2_0C3_0C4_2C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.69904094714215,0,0,0,0,2,0,0,3,0,1,0,0,6
0C1_0C2_0C3_0C4_2C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.6537632940643838,0,0,0,0,2,0,0,3,0,2,0,0,7
0C1_0C2_0C3_0C4_2C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.6135559456680584,0,0,0,0,2,0,0,3,0,3,0,0,8
0C1_0C2_0C3_0C4_2C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.7190658786525173,0,0,0,0,2,0,0,4,0,0,0,0,6
0C1_0C2_0C3_0C4_2C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.6709929898912963,0,0,0,0,2,0,0,4,0,1,0,0,7
0C1_0C2_0C3_0C4_2C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.6283492005458479,0,0,0,0,2,0,0,4,0,2,0,0,8
0C1_0C2_0C3_0C4_2C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.5904748541736734,0,0,0,0,2,0,0,4,0,3,0,0,9
0C1_0C2_0C3_1C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.9547501430819068,0,0,0,1,0,0,0,0,0,0,0,0,1
0C1_0C2_0C3_1C4_0C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.8843151169299797,0,0,0,1,0,0,0,0,0,1,0,0,2
0C1_0C2_0C3_1C4_0C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.8219603438307022,0,0,0,1,0,0,0,0,0,2,0,0,3
0C1_0C2_0C3_1C4_0C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.7666632122310644,0,0,0,1,0,0,0,0,0,3,0,0,4
0C1_0C2_0C3_1C4_0C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.9037556521123091,0,0,0,1,0,0,0,1,0,0,0,0,2
0C1_0C2_0C3_1C4_0C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.8382198189403585,0,0,0,1,0,0,0,1,0,1,0,0,3
0C1_0C2_0C3_1C4_0C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.7801924709314627,0,0,0,1,0,0,0,1,0,2,0,0,4
0C1_0C2_0C3_1C4_0C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.7287150926825221,0,0,0,1,0,0,0,1,0,3,0,0,5
0C1_0C2_0C3_1C4_0C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.858327116054871,0,0,0,1,0,0,0,2,0,0,0,0,3
0C1_0C2_0C3_1C4_0C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.7971760730920238,0,0,0,1,0,0,0,2,0,1,0,0,4
0C1_0C2_0C3_1C4_0C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.74300229169511,0,0,0,1,0,0,0,2,0,2,0,0,5
0C1_0C2_0C3_1C4_0C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.6949304436417424,0,0,0,1,0,0,0,2,0,3,0,0,6
0C1_0C2_0C3_1C4_0C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.817763642724666,0,0,0,1,0,0,0,3,0,0,0,0,4
0C1_0C2_0C3_1C4_0C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.7605237961470604,0,0,0,1,0,0,0,3,0,1,0,0,5
0C1_0C2_0C3_1C4_0C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.7098015611525567,0,0,0,1,0,0,0,3,0,2,0,0,6
0C1_0C2_0C3_1C4_0C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.664783389056794,0,0,0,1,0,0,0,3,0,3,0,0,7
0C1_0C2_0C3_1C4_0C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.7814417696764993,0,0,0,1,0,0,0,4,0,0,0,0,5
0C1_0C2_0C3_1C4_0C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.727712118356263,0,0,0,1,0,0,0,4,0,1,0,0,6
0C1_0C2_0C3_1C4_0C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.680085568367572,0,0,0,1,0,0,0,4,0,2,0,0,7
0C1_0C2_0C3_1C4_0C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.6378006249945848,0,0,0,1,0,0,0,4,0,3,0,0,8
0C1_0C2_0C3_1C4_1C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.8885183187384552,0,0,0,1,1,0,0,0,0,0,0,0,2
0C1_0C2_0C3_1C4_1C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.8243152346181613,0,0,0,1,1,0,0,0,0,1,0,0,3
0C1_0C2_0C3_1C4_1C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.7674566306664504,0,0,0,1,1,0,0,0,0,2,0,0,4
0C1_0C2_0C3_1C4_1C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.7170183892986718,0,0,0,1,1,0,0,0,0,3,0,0,5
0C1_0C2_0C3_1C4_1C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.8432633149754897,0,0,0,1,1,0,0,1,0,0,0,0,3
0C1_0C2_0C3_1C4_1C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.7834171708277032,0,0,0,1,1,0,0,1,0,1,0,0,4
0C1_0C2_0C3_1C4_1C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.7303953426423657,0,0,0,1,1,0,0,1,0,2,0,0,5
0C1_0C2_0C3_1C4_1C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.683347397867668,0,0,0,1,1,0,0,1,0,3,0,0,6
0C1_0C2_0C3_1C4_1C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.8028561679028302,0,0,0,1,1,0,0,2,0,0,0,0,4
0C1_0C2_0C3_1C4_1C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.7469092141114105,0,0,0,1,1,0,0,2,0,1,0,0,5
0C1_0C2_0C3_1C4_1C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.6973240875136775,0,0,0,1,1,0,0,2,0,2,0,0,6
0C1_0C2_0C3_1C4_1C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.6533010107645062,0,0,0,1,1,0,0,2,0,3,0,0,7
0C1_0C2_0C3_1C4_1C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.7666954413425581,0,0,0,1,1,0,0,3,0,0,0,0,5
0C1_0C2_0C3_1C4_1C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.7142356494426527,0,0,0,1,1,0,0,3,0,1,0,0,6
0C1_0C2_0C3_1C4_1C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.6677232024696319,0,0,0,1,1,0,0,3,0,2,0,0,7
0C1_0C2_0C3_1C4_1C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.6264275000820172,0,0,0,1,1,0,0,3,0,3,0,0,8
0C1_0C2_0C3_1C4_1C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.7342411725753535,0,0,0,1,1,0,0,4,0,0,0,0,6
0C1_0C2_0C3_1C4_1C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.684915642295516,0,0,0,1,1,0,0,4,0,1,0,0,7
0C1_0C2_0C3_1C4_1C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.6411683287136881,0,0,0,1,1,0,0,4,0,2,0,0,8
0C1_0C2_0C3_1C4_1C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.6023034169301431,0,0,0,1,1,0,0,4,0,3,0,0,9
0C1_0C2_0C3_1C4_2C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.8296736768542503,0,0,0,1,2,0,0,0,0,0,0,0,3
0C1_0C2_0C3_1C4_2C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.7709828064882952,0,0,0,1,2,0,0,0,0,1,0,0,4
0C1_0C2_0C3_1C4_2C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.7189864801368561,0,0,0,1,2,0,0,0,0,2,0,0,5
0C1_0C2_0C3_1C4_2C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.6728408677528465,0,0,0,1,2,0,0,0,0,3,0,0,6
0C1_0C2_0C3_1C4_2C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.7893640437423582,0,0,0,1,2,0,0,1,0,0,0,0,4
0C1_0C2_0C3_1C4_2C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.7345613831130915,0,0,0,1,2,0,0,1,0,1,0,0,5
0C1_0C2_0C3_1C4_2C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.6859885864040396,0,0,0,1,2,0,0,1,0,2,0,0,6
0C1_0C2_0C3_1C4_2C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.6428642438481923,0,0,0,1,2,0,0,1,0,3,0,0,7
0C1_0C2_0C3_1C4_2C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.7533019407989345,0,0,0,1,2,0,0,2,0,0,0,0,5
0C1_0C2_0C3_1C4_2C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.7019784070405263,0,0,0,1,2,0,0,2,0,1,0,0,6
0C1_0C2_0C3_1C4_2C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.6564671812105318,0,0,0,1,2,0,0,2,0,2,0,0,7
0C1_0C2_0C3_1C4_2C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.6160506272943997,0,0,0,1,2,0,0,2,0,3,0,0,8
0C1_0C2_0C3_1C4_2C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.720953063854696,0,0,0,1,2,0,0,3,0,0,0,0,6
0C1_0C2_0C3_1C4_2C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.6727400000588397,0,0,0,1,2,0,0,3,0,1,0,0,7
0C1_0C2_0C3_1C4_2C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.6299884563004173,0,0,0,1,2,0,0,3,0,2,0,0,8
0C1_0C2_0C3_1C4_2C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.5919971752637635,0,0,0,1,2,0,0,3,0,3,0,0,9
0C1_0C2_0C3_1C4_2C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.6918515724007344,0,0,0,1,2,0,0,4,0,0,0,0,7
0C1_0C2_0C3_1C4_2C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.6464555889426387,0,0,0,1,2,0,0,4,0,1,0,0,8
0C1_0C2_0C3_1C4_2C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.6061664419965594,0,0,0,1,2,0,0,4,0,2,0,0,9
0C1_0C2_0C3_1C4_2C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.5703614953523587,0,0,0,1,2,0,0,4,0,3,0,0,10
0C1_0C2_0C3_2C4_0C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.9134027654690481,0,0,0,2,0,0,0,0,0,0,0,0,2
0C1_0C2_0C3_2C4_0C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.8469979471506578,0,0,0,2,0,0,0,0,0,1,0,0,3
0C1_0C2_0C3_2C4_0C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.7881900136290251,0,0,0,2,0,0,0,0,0,2,0,0,4
0C1_0C2_0C3_2C4_0C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.7360164519217621,0,0,0,2,0,0,0,0,0,3,0,0,5
0C1_0C2_0C3_2C4_0C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.8658540238298723,0,0,0,2,0,0,0,1,0,0,0,0,3
0C1_0C2_0C3_2C4_0C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.8040285522937257,0,0,0,2,0,0,0,1,0,1,0,0,4
0C1_0C2_0C3_2C4_0C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.7492521239484174,0,0,0,2,0,0,0,1,0,2,0,0,5
0C1_0C2_0C3_2C4_0C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.7006535594372743,0,0,0,2,0,0,0,1,0,3,0,0,6
0C1_0C2_0C3_2C4_0C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.8234214912476446,0,0,0,2,0,0,0,2,0,0,0,0,4
0C1_0C2_0C3_2C4_0C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.7656908749761828,0,0,0,2,0,0,0,2,0,1,0,0,5
0C1_0C2_0C3_2C4_0C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.7145239510511229,0,0,0,2,0,0,0,2,0,2,0,0,6
0C1_0C2_0C3_2C4_0C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.6691129675182719,0,0,0,2,0,0,0,2,0,3,0,0,7
0C1_0C2_0C3_2C4_0C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.7854544292354688,0,0,0,2,0,0,0,3,0,0,0,0,5
0C1_0C2_0C3_2C4_0C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.7313969824083646,0,0,0,2,0,0,0,3,0,1,0,0,6
0C1_0C2_0C3_2C4_0C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.6834651783080974,0,0,0,2,0,0,0,3,0,2,0,0,7
0C1_0C2_0C3_2C4_0C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.6409084272050313,0,0,0,2,0,0,0,3,0,3,0,0,8
0C1_0C2_0C3_2C4_0C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.7514033971780308,0,0,0,2,0,0,0,4,0,0,0,0,6
0C1_0C2_0C3_2C4_0C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.7006376046222164,0,0,0,2,0,0,0,4,0,1,0,0,7
0C1_0C2_0C3_2C4_0C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.6556114576933122,0,0,0,2,0,0,0,4,0,2,0,0,8
0C1_0C2_0C3_2C4_0C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.6156208752618811,0,0,0,2,0,0,0,4,0,3,0,0,9
0C1_0C2_0C3_2C4_1C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.8511899045106534,0,0,0,2,1,0,0,0,0,0,0,0,3
0C1_0C2_0C3_2C4_1C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.7906321962355036,0,0,0,2,1,0,0,0,0,1,0,0,4
0C1_0C2_0C3_2C4_1C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.7369801997857626,0,0,0,2,1,0,0,0,0,2,0,0,5
0C1_0C2_0C3_2C4_1C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.6893587916717379,0,0,0,2,1,0,0,0,0,3,0,0,6
0C1_0C2_0C3_2C4_1C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.8089338325468165,0,0,0,2,1,0,0,1,0,0,0,0,4
0C1_0C2_0C3_2C4_1C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.7524496929321629,0,0,0,2,1,0,0,1,0,1,0,0,5
0C1_0C2_0C3_2C4_1C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.7023842872442541,0,0,0,2,1,0,0,1,0,2,0,0,6
0C1_0C2_0C3_2C4_1C5_0C6_0C7_1C8_0H1_3H2_0H3_0H6,0.6579303072496004,0,0,0,2,1,0,0,1,0,3,0,0,7
0C1_0C2_0C3_2C4_1C5_0C6_0C7_2C8_0H1_0H2_0H3_0H6,0.771138833864862,0,0,0,2,1,0,0,2,0,0,0,0,5
0C1_0C2_0C3_2C4_1C5_0C6_0C7_2C8_0H1_1H2_0H3_0H6,0.7182993179010847,0,0,0,2,1,0,0,2,0,1,0,0,6
0C1_0C2_0C3_2C4_1C5_0C6_0C7_2C8_0H1_2H2_0H3_0H6,0.6714524697557392,0,0,0,2,1,0,0,2,0,2,0,0,7
0C1_0C2_0C3_2C4_1C5_0C6_0C7_2C8_0H1_3H2_0H3_0H6,0.6298433918491487,0,0,0,2,1,0,0,2,0,3,0,0,8
0C1_0C2_0C3_2C4_1C5_0C6_0C7_3C8_0H1_0H2_0H3_0H6,0.7372539917023055,0,0,0,2,1,0,0,3,0,0,0,0,6
0C1_0C2_0C3_2C4_1C5_0C6_0C7_3C8_0H1_1H2_0H3_0H6,0.6876861627678774,0,0,0,2,1,0,0,3,0,1,0,0,7
0C1_0C2_0C3_2C4_1C5_0C6_0C7_3C8_0H1_2H2_0H3_0H6,0.6437158601365728,0,0,0,2,1,0,0,3,0,2,0,0,8
0C1_0C2_0C3_2C4_1C5_0C6_0C7_3C8_0H1_3H2_0H3_0H6,0.604659475546815,0,0,0,2,1,0,0,3,0,3,0,0,9
0C1_0C2_0C3_2C4_1C5_0C6_0C7_4C8_0H1_0H2_0H3_0H6,0.7067826246131081,0,0,0,2,1,0,0,4,0,0,0,0,7
0C1_0C2_0C3_2C4_1C5_0C6_0C7_4C8_0H1_1H2_0H3_0H6,0.6601555472619102,0,0,0,2,1,0,0,4,0,1,0,0,8
0C1_0C2_0C3_2C4_1C5_0C6_0C7_4C8_0H1_2H2_0H3_0H6,0.618787064853273,0,0,0,2,1,0,0,4,0,2,0,0,9
0C1_0C2_0C3_2C4_1C5_0C6_0C7_4C8_0H1_3H2_0H3_0H6,0.5820173623326147,0,0,0,2,1,0,0,4,0,3,0,0,10
0C1_0C2_0C3_2C4_2C5_0C6_0C7_0C8_0H1_0H2_0H3_0H6,0.7958454488207997,0,0,0,2,2,0,0,0,0,0,0,0,4
0C1_0C2_0C3_2C4_2C5_0C6_0C7_0C8_0H1_1H2_0H3_0H6,0.7404651256017072,0,0,0,2,2,0,0,0,0,1,0,0,5
0C1_0C2_0C3_2C4_2C5_0C6_0C7_0C8_0H1_2H2_0H3_0H6,0.691373932278401,0,0,0,2,2,0,0,0,0,2,0,0,6
0C1_0C2_0C3_2C4_2C5_0C6_0C7_0C8_0H1_3H2_0H3_0H6,0.647788643031807,0,0,0,2,2,0,0,0,0,3,0,0,7
0C1_0C2_0C3_2C4_2C5_0C6_0C7_1C8_0H1_0H2_0H3_0H6,0.7581611371571575,0,0,0,2,2,0,0,1,0,0,0,0,5
0C1_0C2_0C3_2C4_2C5_0C6_0C7_1C8_0H1_1H2_0H3_0H6,0.7064136221944406,0,0,0,2,2,0,0,1,0,1,0,0,6
0C1_0C2_0C3_2C4_2C5_0C6_0C7_1C8_0H1_2H2_0H3_0H6,0.660522346585191,0,0,0,2,2,0,0,1,0,2,0,0,7
